0,"(3.9810717055349722, 3.9810717055349722)"
0,"(3.9810717055349722, 3.9810717055349722)"
0,"(5.011872336272722, 5.011872336272722)"
0,"(5.011872336272722, 5.011872336272722)"
0,"(3.548133892335755, 3.548133892335755)"
0,"(3.1622776601683795, 3.1622776601683795)"
0,"(4.466835921509632, 4.466835921509632)"
0,"(4.466835921509632, 4.466835921509632)"
0,"(5.011872336272722, 5.011872336272722)"
0,"(5.623413251903491, 5.623413251903491)"
0,"(4.466835921509632, 4.466835921509632)"
0,"(4.466835921509632, 4.466835921509632)"
0,"(3.9810717055349722, 3.9810717055349722)"
0,"(3.9810717055349722, 3.9810717055349722)"
0,"(3.1622776601683795, 3.1622776601683795)"
0,"(2.8183829312644537, 2.8183829312644537)"
0,"(3.548133892335755, 3.548133892335755)"
0,"(3.548133892335755, 3.548133892335755)"
0,"(3.548133892335755, 3.548133892335755)"
0,"(3.548133892335755, 3.548133892335755)"
0,"(3.9810717055349722, 3.9810717055349722)"
0,"(3.9810717055349722, 3.9810717055349722)"
0,"(3.1622776601683795, 3.1622776601683795)"
0,"(3.548133892335755, 3.548133892335755)"
0,"(3.9810717055349722, 3.9810717055349722)"
0,"(3.9810717055349722, 3.9810717055349722)"
0,"(3.9810717055349722, 3.9810717055349722)"
0,"(3.9810717055349722, 3.9810717055349722)"
